76902342,-0.2649,-0.516,-0.908,-0.0191,-0.7294,0.1218,0.0,0.0,0.0
76902350,-0.3026,-0.5273,-0.9496,-0.0191,-0.7294,0.1218,0.0,0.0,0.0
76902354,-0.3026,-0.5273,-0.9496,-0.0191,-0.7294,0.1218,0.0,0.0,0.0
76902359,-0.3248,-0.5318,-0.9776,-0.0191,-0.7294,0.1218,0.0,0.0,0.0
76902363,-0.3248,-0.5318,-0.9776,0.124,-0.6708,-0.0008,0.0,0.0,0.0
76902366,-0.333,-0.5183,-1.0009,0.124,-0.6708,-0.0008,0.0,0.0,0.0
76902371,-0.333,-0.5183,-1.0009,0.124,-0.6708,-0.0008,0.0,0.0,0.0
76902373,-0.333,-0.5183,-1.0009,0.2143,-0.5899,-0.0356,0.0,0.0,0.0
76902379,-0.3347,-0.4967,-1.0145,0.2838,-0.5432,-0.1081,0.0,0.0,0.0
76902383,-0.3347,-0.4967,-1.0145,0.2838,-0.5432,-0.1081,0.0,0.0,0.0
76902386,-0.3442,-0.4802,-1.0183,0.2838,-0.5432,-0.1081,0.0,0.0,0.0
76902396,-0.3548,-0.4737,-1.0036,0.3252,-0.5544,-0.1982,0.0,0.0,0.0
76902405,-0.3668,-0.4658,-0.9696,0.3235,-0.6237,-0.3071,0.0,0.0,0.0
76902415,-0.3717,-0.4614,-0.9204,0.2456,-0.6849,-0.3953,0.0,0.0,0.0
76902425,-0.3556,-0.4475,-0.8574,0.1301,-0.7251,-0.4549,0.0,0.0,0.0
76902435,-0.3246,-0.4313,-0.805,0.0269,-0.7538,-0.4864,0.0,0.0,0.0
76902445,-0.2923,-0.4121,-0.7707,0.0269,-0.7538,-0.4864,0.0,0.0,0.0
76902454,-0.2666,-0.3926,-0.7585,-0.0576,-0.7847,-0.4876,0.0,0.0,0.0
76902464,-0.2597,-0.3882,-0.7644,-0.0799,-0.8038,-0.508,0.0,0.0,0.0
76902474,-0.291,-0.4064,-0.792,-0.0297,-0.8211,-0.5786,9.9506,-14.1713,-45.2961
76902484,-0.3134,-0.4147,-0.8211,0.0768,-0.8567,-0.6708,9.5949,-14.0865,-45.3992
76902494,-0.3252,-0.4095,-0.8549,0.1905,-0.8646,-0.7571,9.2362,-14.043,-45.4869
76902503,-0.3148,-0.3982,-0.894,0.2874,-0.8224,-0.7856,9.2362,-14.043,-45.4869
76902513,-0.2809,-0.3786,-0.9072,0.3807,-0.8001,-0.7637,8.5457,-14.1039,-45.6029
76902523,-0.2476,-0.3783,-0.9127,0.4591,-0.7767,-0.7564,8.2245,-14.2091,-45.6293
76902533,-0.2373,-0.3885,-0.9002,0.5308,-0.7147,-0.7749,7.9136,-14.3587,-45.6375
76902543,-0.2473,-0.3876,-0.8798,0.5538,-0.6332,-0.8014,7.6296,-14.5465,-45.6264
76902553,-0.2496,-0.3978,-0.8479,0.5538,-0.6332,-0.8014,7.6296,-14.5465,-45.6264
76902562,-0.2613,-0.4194,-0.7974,0.494,-0.644,-0.8336,7.6296,-14.5465,-45.6264
76902572,-0.2649,-0.4353,-0.7357,0.3908,-0.6752,-0.8554,7.1704,-14.941,-45.5733
76902582,-0.2702,-0.4428,-0.6839,0.2645,-0.7666,-0.8482,6.9408,-15.0817,-45.5625
76902592,-0.2891,-0.4332,-0.6565,0.1351,-0.917,-0.8935,6.6746,-15.1647,-45.5747
76902602,-0.3293,-0.4193,-0.6424,-0.0265,-1.088,-0.9874,6.3454,-15.1839,-45.6154
76902611,-0.3537,-0.4193,-0.6357,-0.2255,-1.2618,-1.0696,5.9461,-15.1289,-45.6874
76902621,-0.3375,-0.421,-0.6461,-0.4364,-1.3793,-1.1005,5.9461,-15.1289,-45.6874
76902631,-0.2785,-0.4208,-0.6673,-0.6172,-1.3971,-1.0315,4.9346,-14.7247,-45.9392
76902641,-0.1963,-0.4274,-0.7101,-0.6879,-1.3286,-0.9118,4.3628,-14.3841,-46.1047
76902651,-0.1285,-0.4455,-0.7734,-0.6879,-1.3286,-0.9118,4.3628,-14.3841,-46.1047
76902661,-0.0981,-0.4839,-0.8494,-0.6484,-1.1801,-0.8137,3.7897,-14.0024,-46.2725
76902670,-0.0885,-0.5181,-0.9045,-0.5623,-1.0626,-0.7541,3.2603,-13.6386,-46.4213
