7.689200000000000000e+07 5.175903166666667232e+01 -2.328966666666666685e-01 1.000000000000000000e+00 1.936999999999999886e+02 2.500000000000000000e+00 1.181088176366733800e+00 -2.203413424586203817e+00
7.689300000000000000e+07 5.175901999999999248e+01 -2.329066666666666507e-01 1.000000000000000000e+00 2.035999999999999943e+02 6.999999999999999556e-01 -5.763390884916893553e-01 3.972823367286400509e-01
7.689400000000000000e+07 5.175901999999999248e+01 -2.329066666666666507e-01 1.000000000000000000e+00 2.155000000000000000e+02 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00
7.689500000000000000e+07 5.175901999999999248e+01 -2.329066666666666507e-01 1.000000000000000000e+00 2.528000000000000114e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.689600000000000000e+07 5.175901999999999248e+01 -2.329066666666666507e-01 1.000000000000000000e+00 2.528000000000000114e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.689700000000000000e+07 5.175901999999999248e+01 -2.329066666666666507e-01 1.000000000000000000e+00 2.528000000000000114e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.689800000000000000e+07 5.175901999999999248e+01 -2.329066666666666507e-01 1.000000000000000000e+00 2.528000000000000114e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.689900000000000000e+07 5.175901999999999248e+01 -2.329066666666666507e-01 1.000000000000000000e+00 2.528000000000000114e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.690000000000000000e+07 5.175901999999999248e+01 -2.329066666666666507e-01 1.000000000000000000e+00 2.528000000000000114e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.690100000000000000e+07 5.175901999999999248e+01 -2.329066666666666507e-01 1.000000000000000000e+00 2.528000000000000114e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.690100000000000000e+07 5.175897833333333153e+01 -2.329333333333333533e-01 1.000000000000000000e+00 2.528000000000000114e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
